Reference_id,Reference,Issue_year,Location,Country,Latitude,Longitude,Experiment_year,Growth_day,Growth_condition,Temp/MAT,MAP,PAR,Experiment_environment,Species/accessions,Crop_name,Family,Dome_status,Yield,PDM,ADM,LDM,SDM,RDM,LLDM,LMF,SMF,RMF,PH,PLN,PLA,PSN,PRL,PRA,PSF,SW,LA,RAD,SRL,RGR,AMF,NI,LTS,Aarea,gs,gm,E,Ci,ETR,Vcmax,Jmax,Chl,Car,SPAD,LMA,LDMC,LT,LD,SDad,SDab,SD,Tcw,RTD,‐δ13C,LCC,LNC,LPC,LPheC,LSilC,LLCC,LLNC,LLPC,LLCaC,LLLigC
1,"Martín-Robles, N., García-Palacios, P., Rodríguez, M., Rico, D., Vigo, R., Sánchez-Moreno, S., De Deyn, G. B., & Milla, R. (2020). Crops and their wild progenitors recruit beneficial and detrimental soil biota in opposing ways. Plant and Soil, 456(1), 159–173. Q1/Q2. https://doi.org/10.1007/s11104-020-04703-0",2020,Universidad Rey Juan Carlos,Spain,40.3341,-3.8771,2014,19,,14-25,,,greenhouse,PI524718,Sorghum,Poaceae,wild,,,2.247222222,,,,,,,,,,,,,,0.257941268,,,,,,0.281391702,0.02249968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Martín-Robles, N., García-Palacios, P., Rodríguez, M., Rico, D., Vigo, R., Sánchez-Moreno, S., De Deyn, G. B., & Milla, R. (2020). Crops and their wild progenitors recruit beneficial and detrimental soil biota in opposing ways. Plant and Soil, 456(1), 159–173. Q1/Q2. https://doi.org/10.1007/s11104-020-04703-0",2020,Universidad Rey Juan Carlos,Spain,40.3341,-3.8771,2014,19,,14-25,,,greenhouse,NA,White clover,Fabaceae,cultivated,,,0.50528,,,,,,,,,,,,,,1.180045303,,,,,,0.014384229,0.018406721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Martín-Robles, N., García-Palacios, P., Rodríguez, M., Rico, D., Vigo, R., Sánchez-Moreno, S., De Deyn, G. B., & Milla, R. (2020). Crops and their wild progenitors recruit beneficial and detrimental soil biota in opposing ways. Plant and Soil, 456(1), 159–173. Q1/Q2. https://doi.org/10.1007/s11104-020-04703-0",2020,Universidad Rey Juan Carlos,Spain,40.3341,-3.8771,2014,19,,14-25,,,greenhouse,PI631137,White clover,Fabaceae,wild,,,0.289533333,,,,,,,,,,,,,,0.473077249,,,,,,0.060381203,0.009767238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Martín-Robles, N., García-Palacios, P., Rodríguez, M., Rico, D., Vigo, R., Sánchez-Moreno, S., De Deyn, G. B., & Milla, R. (2020). Crops and their wild progenitors recruit beneficial and detrimental soil biota in opposing ways. Plant and Soil, 456(1), 159–173. Q1/Q2. https://doi.org/10.1007/s11104-020-04703-0",2020,Universidad Rey Juan Carlos,Spain,40.3341,-3.8771,2014,19,,14-25,,,greenhouse,NA,Maize,Poaceae,cultivated,,,3.62935,,,,,,,,,,,,,,-0.181288067,,,,,,0.370666667,0.011333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Martín-Robles, N., García-Palacios, P., Rodríguez, M., Rico, D., Vigo, R., Sánchez-Moreno, S., De Deyn, G. B., & Milla, R. (2020). Crops and their wild progenitors recruit beneficial and detrimental soil biota in opposing ways. Plant and Soil, 456(1), 159–173. Q1/Q2. https://doi.org/10.1007/s11104-020-04703-0",2020,Universidad Rey Juan Carlos,Spain,40.3341,-3.8771,2014,19,,14-25,,,greenhouse,LA1383,Maize,Poaceae,wild,,,3.6373,,,,,,,,,,,,,,0.002195086,,,,,,0.432,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Amish Paste,Tomato,Solanaceae,cultivated,,176.935,131.9325,,,45.0025,,,,0.254344816,4.525,3.857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Aunt Ruby's German Green Organic,Tomato,Solanaceae,cultivated,,153.0085714,122.9957143,,,30.01285714,,,,0.196151476,4.408333333,3.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Austin's Red Pear Organic,Tomato,Solanaceae,cultivated,,106.6009091,81.58,,,25.02090909,,,,0.23471572,3.6,3.533333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Aussie,Tomato,Solanaceae,cultivated,,154.6425,120.59875,,,34.04375,,,,0.22014485,4.55,3.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Brandywine,Tomato,Solanaceae,cultivated,,131.5316667,96.29833333,,,35.23333333,,,,0.267869588,4.23,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Cherokee Purple,Tomato,Solanaceae,cultivated,,116.1214286,92.89,,,23.23142857,,,,0.200061512,3.990909091,3.909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Cherry Roma Organic,Tomato,Solanaceae,cultivated,,98.38636364,72.87454545,,,25.51181818,,,,0.259302379,2.986666667,3.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Dester Organic,Tomato,Solanaceae,cultivated,,49.035,32.55,,,16.485,,,,0.336188437,3.571428571,3.428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Dagma's Perfection,Tomato,Solanaceae,cultivated,,202.33,157.6218182,,,44.70818182,,,,0.220966648,4.46,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Dinner Plate,Tomato,Solanaceae,cultivated,,186.98,154.955,,,32.025,,,,0.171275003,4.02,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Flamme,Tomato,Solanaceae,cultivated,,116.75875,92.30375,,,28.70888889,,,,0.245882119,3.325,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Giant Belgium,Tomato,Solanaceae,cultivated,,133.69,101.156,,,32.534,,,,0.243354028,4.388888889,3.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Golden Queen USDA,Tomato,Solanaceae,cultivated,,114.84625,97.01888889,,,27.69375,,,,0.241137608,3.830769231,3.692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Green Zebra OG,Tomato,Solanaceae,cultivated,,165.8172727,118.1933333,,,42.56363636,,,,0.256690004,3.313333333,3.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Hillbilly Potato Leaf,Tomato,Solanaceae,cultivated,,135.605,107.8475,,,27.7575,,,,0.20469378,4.633333333,3.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Isis Candy,Tomato,Solanaceae,cultivated,,120.17,84.97666667,,,35.19333333,,,,0.292862889,3.342857143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Italian Heirloom,Tomato,Solanaceae,cultivated,,105.108,84.718,,,20.39,,,,0.193990943,4.344444444,3.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Jet Star VF Hybrid,Tomato,Solanaceae,cultivated,,158.2488889,127.26,,,30.98888889,,,,0.195823738,3.869230769,3.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Kellogg's Breakfast OG,Tomato,Solanaceae,cultivated,,161.965,120.8633333,,,41.10166667,,,,0.253768818,3.62,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Lemon Drop,Tomato,Solanaceae,cultivated,,156.6566667,126.1088889,,,30.54777778,,,,0.194998262,3.761538462,4.615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Mountain Magic,Tomato,Solanaceae,cultivated,,138.5133333,103.022,,,44.24111111,,,,0.319399657,3.707692308,3.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Momotaro,Tomato,Solanaceae,cultivated,,174.7788889,140.35,,,34.42888889,,,,0.196985397,4.538461538,3.461538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Moonglow,Tomato,Solanaceae,cultivated,,170.1766667,132.2428571,,,33.255,,,,0.195414569,3.681818182,3.454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Nichols Heirloom,Tomato,Solanaceae,cultivated,,117.1271429,93.15857143,,,23.96857143,,,,0.204637207,3.972727273,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Carrillo, J., Ingwell, L. L., Li, X., & Kaplan, I. (2019). Domesticated tomatoes are more vulnerable to negative plant–soil feedbacks than their wild relatives. Journal of Ecology, 107(4), 1753–1766. Q1. https://doi.org/10.1111/1365-2745.13157",2019,Hrockmorton Purdue Agricultural Center,United States of America,40.297,-86.9038,2014,56,,,,,greenhouse,Punta Banda,Tomato,Solanaceae,cultivated,,88.648,52.875,,,25.47,,,,0.287316127,3.2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
